Name,Formula,Property,Value,Unit
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),Density,2.4994,g/cm3  2.02 g/cm3 (monohydrate)
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),Solubility,209.6,"g/100 mL (25 °C, anhydrous)  209 g/100 mL (15 °C, monohydrate)"
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),MeltingPtC,468,
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),MeltingPt_notes,130,°C (monohydrate)
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),BoilingPtC,482,
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),BoilingPt_notes,"(decomposes, monohydrate)",
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),RefractIndex,1.4617,
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),CrystalStruct,orthorhombic,
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),ExternalSDS,[http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/_icsc07/icsc0715.htm ICSC 0715],
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),EUClass,Oxidant ('''O''')Harmful ('''Xn'''),
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),RPhrases,"{{R9}}, {{R22}}",
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),SPhrases,"{{S2}}, {{S13}}, {{S22}}, {{S27}}",
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),NFPA-H,2,
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),NFPA-F,0,
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),NFPA-R,1,
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),NFPA-S,OX,
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),FlashPtC,400,
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),OtherAnions,[[Sodium chloride]][[Sodium hypochlorite]][[Sodium chlorite]][[Sodium chlorate]],
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),OtherCations,[[Lithium perchlorate]][[Potassium perchlorate]][[Ammonium perchlorate]][[Caesium perchlorate]],
Sodium perchlorate,NaClO4NaClO4.H2O (monohydrate),OtherCompounds,[[Perchloric acid]],
Sodium periodate,NaIO4,InChI,"1/HIO4.Na/c2-1(3,4)5;/h(H,2,3,4,5);/q;+1/p-1",
Sodium periodate,NaIO4,InChIKey,JQWHASGSAFIOCM-REWHXWOFAO,
Sodium periodate,NaIO4,InChI1,"1S/HIO4.Na/c2-1(3,4)5;/h(H,2,3,4,5);/q;+1/p-1",
Sodium periodate,NaIO4,InChIKey1,JQWHASGSAFIOCM-UHFFFAOYSA-M,
Sodium periodate,NaIO4,CASNo,7790-28-5,
Sodium periodate,NaIO4,CASNo_Ref,{{cascite|correct|CAS}},
Sodium periodate,NaIO4,EINECS,232-197-6,
Sodium periodate,NaIO4,PubChem,23667635,
Sodium periodate,NaIO4,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Sodium periodate,NaIO4,ChemSpiderID,58683,
Sodium periodate,NaIO4,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Sodium periodate,NaIO4,StdInChIKey,JQWHASGSAFIOCM-UHFFFAOYSA-M,
Sodium periodate,NaIO4,SMILES,[O-]I(=O)(=O)=O.[Na+],
Sodium periodate,NaIO4,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Sodium periodate,NaIO4,StdInChI,"1S/HIO4.Na/c2-1(3,4)5;/h(H,2,3,4,5);/q;+1/p-1",
Sodium periodate,NaIO4,RTECS,SD4550000,
Sodium periodate,NaIO4,ChEBI_Ref,{{ebicite|changed|EBI}},
Sodium periodate,NaIO4,ChEBI,75226,
Sodium periodate,NaIO4,KEGG_Ref,{{keggcite|correct|kegg}},
Sodium periodate,NaIO4,MolarMass,213.8918,g/mol
Sodium periodate,NaIO4,Appearance,white crystals,
Sodium periodate,NaIO4,Density,3.865,g/cm3 (anhydrous)  3/210 g/cm3
Sodium periodate,NaIO4,MeltingPt,{{convert|300|C|F K}} (anhydrous) {{convert|175|C|F K}} (trihydrate),
Sodium periodate,NaIO4,MeltingPt_notes,(decomposes),
Sodium periodate,NaIO4,Solubility,soluble,
Sodium periodate,NaIO4,SolubleOther,soluble in acids,
Sodium periodate,NaIO4,CrystalStruct,tetragonal (anhydrous)  trigonal (trihydrate),
Sodium periodate,NaIO4,NFPA-H,2,
Sodium periodate,NaIO4,NFPA-F,0,
Sodium periodate,NaIO4,NFPA-R,0,
Sodium periodate,NaIO4,OtherAnions,"[[sodium perchlorate]], [[sodium perbromate]]",
Sodium periodate,NaIO4,OtherCations,"[[potassium periodate]], [[periodic acid]]}}",
Sodium permanganate,NaMnO4,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Sodium permanganate,NaMnO4,ChemSpiderID,23303,
Sodium permanganate,NaMnO4,InChI,"1/Mn.Na.4O/q;+1;;;;-1/rMnO4.Na/c2-1(3,4)5;/q-1;+1",
Sodium permanganate,NaMnO4,InChIKey,WPWYHBSOACXYBB-NJUWVQTAAZ,
Sodium permanganate,NaMnO4,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Sodium permanganate,NaMnO4,StdInChI,1S/Mn.Na.4O/q;+1;;;;-1,
Sodium permanganate,NaMnO4,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Sodium permanganate,NaMnO4,StdInChIKey,WPWYHBSOACXYBB-UHFFFAOYSA-N,
Sodium permanganate,NaMnO4,CASNo_Ref,{{cascite|changed|??}},
Sodium permanganate,NaMnO4,CASNo,10101-50-5,
Sodium permanganate,NaMnO4,CASNo1_Comment,(monohydrate),
Sodium permanganate,NaMnO4,UNII_Ref,{{fdacite|changed|FDA}},
Sodium permanganate,NaMnO4,UNII,IZ5356R281,
Sodium permanganate,NaMnO4,PubChem,23673458,
Sodium permanganate,NaMnO4,RTECS,SD6650000,
Sodium permanganate,NaMnO4,SMILES,[Na+].[O-][Mn](=O)(=O)=O,
Sodium permanganate,NaMnO4,MolarMass,141.9254,g/mol  159.94 g/mol (monohydrate)
Sodium permanganate,NaMnO4,Appearance,Red solid,
Sodium permanganate,NaMnO4,Density,1.972,g/cm3 (monohydrate)
Sodium permanganate,NaMnO4,MeltingPtC,36,
Sodium permanganate,NaMnO4,MeltingPt_notes,170,°C for trihydrate)
Sodium permanganate,NaMnO4,Solubility,90,g/100 mL
Sodium permanganate,NaMnO4,MainHazards,Oxidizer,
Sodium peroxide,Na2O2,CASNo,1313-60-6,
Sodium peroxide,Na2O2,CASNo_Ref,{{cascite|correct|CAS}},
Sodium peroxide,Na2O2,PubChem,14803,
Sodium peroxide,Na2O2,RTECS,WD3450000,
Sodium peroxide,Na2O2,EINECS,215-209-4,
Sodium peroxide,Na2O2,UNNumber,1504,
Sodium peroxide,Na2O2,InChI,1S/2Na.O2/c;;1-2/q2*+1;-2,
Sodium peroxide,Na2O2,SMILES,[O-][O-].[Na+].[Na+],
Sodium peroxide,Na2O2,MolarMass,77.98,g/mol
Sodium peroxide,Na2O2,Appearance,yellow to white powder,
Sodium peroxide,Na2O2,Density,2.805,g/cm3
Sodium peroxide,Na2O2,Solubility,reacts violently,
Sodium peroxide,Na2O2,SolubleOther,soluble in acid  insoluble in alkali  reacts with [[ethanol]],
Sodium peroxide,Na2O2,MeltingPtC,460,
Sodium peroxide,Na2O2,MeltingPt_notes,(decomposes),
Sodium peroxide,Na2O2,BoilingPtC,657,
Sodium peroxide,Na2O2,BoilingPt_notes,(decomposes),
Sodium peroxide,Na2O2,CrystalStruct,hexagonal,
Sodium peroxide,Na2O2,DeltaHf,−515&nbsp;kJ·mol−1,
Sodium peroxide,Na2O2,DeltaGf,-446.9,kJ/mol
Sodium peroxide,Na2O2,Entropy,95&nbsp;J·mol−1·K−1,
Sodium peroxide,Na2O2,HeatCapacity,89.37,J/mol K
Sodium peroxide,Na2O2,ExternalSDS,[http://hazard.com/msds/mf/baker/baker/files/s4710.htm External MSDS],
Sodium peroxide,Na2O2,EUClass,{{Hazchem O}} {{Hazchem C}},
Sodium peroxide,Na2O2,RPhrases,"{{R8}}, {{R35}}",
Sodium peroxide,Na2O2,SPhrases,"{{S1/2}}, {{S8}}, {{S27}}, {{S39}}, {{S45}}",
Sodium peroxide,Na2O2,NFPA-H,3,
Sodium peroxide,Na2O2,NFPA-F,0,
Sodium peroxide,Na2O2,NFPA-R,2,
Sodium peroxide,Na2O2,NFPA-S,WOX,
Sodium peroxide,Na2O2,FlashPt,Non-flammable,
Sodium peroxide,Na2O2,OtherCations,[[Lithium peroxide]][[Potassium peroxide]][[Rubidium peroxide]][[Caesium peroxide]],
Sodium peroxide,Na2O2,OtherFunction,[[Sodium oxide]][[Sodium superoxide]],
Sodium peroxide,Na2O2,OtherFunction_label,[[sodium]] [[oxide]]s,
Sodium peroxide,Na2O2,OtherCompounds,[[Sodium hydroxide]][[Hydrogen peroxide]],
Sodium perrhenate,NaReO4,CASNo_Ref,{{cascite|correct|??}},
Sodium perrhenate,NaReO4,CASNo,13472-33-8,
Sodium perrhenate,NaReO4,PubChem,5107658,
Sodium perrhenate,NaReO4,RTECS,WD3675000,
Sodium perrhenate,NaReO4,ChEMBL_Ref,{{ebicite|changed|EBI}},
Sodium perrhenate,NaReO4,ChEMBL,444819,
Sodium perrhenate,NaReO4,InChI,1S/Na.4O.Re/q+1;;;;-1;,
Sodium perrhenate,NaReO4,SMILES,[O-][Re](=O)(=O)=O.[Na+],
Sodium perrhenate,NaReO4,MolarMass,273.194,g/mol
Sodium perrhenate,NaReO4,Appearance,White crystalline powder,
Sodium perrhenate,NaReO4,Density,5.39,g/cm3
Sodium perrhenate,NaReO4,MeltingPtC,414,
Sodium perrhenate,NaReO4,Solubility,103.3,g/100 mL (0 °C)145.3 g/100 mL (30 °C)173.0 g/100 mL (50 °C)
Sodium perrhenate,NaReO4,SolubleOther,soluble in [[ethanol]],
Sodium perrhenate,NaReO4,CrystalStruct,tetragonal,
Sodium perrhenate,NaReO4,MainHazards,Oxidizer,
Sodium persulfate,Na2S2O8,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Sodium persulfate,Na2S2O8,ChemSpiderID,56406,
Sodium persulfate,Na2S2O8,ChEMBL_Ref,{{ebicite|correct|EBI}},
Sodium persulfate,Na2S2O8,ChEMBL,502764,
Sodium persulfate,Na2S2O8,InChI,"1/2Na.H2O8S2/c;;1-9(2,3)7-8-10(4,5)6/h;;(H,1,2,3)(H,4,5,6)/q2*+1;/p-2",
Sodium persulfate,Na2S2O8,InChIKey,CHQMHPLRPQMAMX-NUQVWONBAA,
Sodium persulfate,Na2S2O8,SMILES,[Na+].[Na+].O=S(=O)([O-])OOS([O-])(=O)=O,
Sodium persulfate,Na2S2O8,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Sodium persulfate,Na2S2O8,StdInChI,"1S/2Na.H2O8S2/c;;1-9(2,3)7-8-10(4,5)6/h;;(H,1,2,3)(H,4,5,6)/q2*+1;/p-2",
Sodium persulfate,Na2S2O8,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Sodium persulfate,Na2S2O8,StdInChIKey,CHQMHPLRPQMAMX-UHFFFAOYSA-L,
Sodium persulfate,Na2S2O8,CASNo,7775-27-1,
Sodium persulfate,Na2S2O8,CASNo_Ref,{{cascite|correct|CAS}},
Sodium persulfate,Na2S2O8,PubChem,62655,
Sodium persulfate,Na2S2O8,EINECS,231-892-1,
Sodium persulfate,Na2S2O8,UNNumber,1505,
Sodium persulfate,Na2S2O8,RTECS,SE0525000,
Sodium persulfate,Na2S2O8,MolarMass,238.10&nbsp;g/mol,
Sodium persulfate,Na2S2O8,Appearance,white powder,
Sodium persulfate,Na2S2O8,Density,2.59&nbsp;g/cm3(Loose bulk density: 1.12&nbsp;g/cm3),
Sodium persulfate,Na2S2O8,Solubility,100,ml (20&nbsp;°C)
Sodium persulfate,Na2S2O8,MeltingPtC,180,
Sodium persulfate,Na2S2O8,MeltingPt_notes,decomposes,
Sodium persulfate,Na2S2O8,ExternalSDS,[http://www.inchem.org/documents/icsc/icsc/eics1136.htm ICSC 1136],
Sodium persulfate,Na2S2O8,RPhrases,{{R8}} {{R20}} {{R22}} {{R36}} {{R37}} {{R38}},
Sodium persulfate,Na2S2O8,SPhrases,{{S17}} {{S26}} {{S36}},
Sodium persulfate,Na2S2O8,NFPA-H,2,
Sodium persulfate,Na2S2O8,NFPA-F,0,
Sodium persulfate,Na2S2O8,NFPA-R,1,
Sodium persulfate,Na2S2O8,NFPA-S,OX,
Sodium persulfate,Na2S2O8,FlashPt,Non-flammable,
Sodium persulfate,Na2S2O8,OtherAnions,[[Sodium dithionite]][[Sodium sulfite]][[Sodium sulfate]],
Sodium persulfate,Na2S2O8,OtherCations,[[Potassium persulfate]],
Sodium selenate,Na=2 | Se=1 | O=4,CASNo,10102-23-5,
Sodium selenate,Na=2 | Se=1 | O=4,CASNo_Ref,{{cascite|changed|CAS}},
Sodium selenate,Na=2 | Se=1 | O=4,UNII_Ref,{{fdacite|changed|FDA}},
Sodium selenate,Na=2 | Se=1 | O=4,UNII,0CJN4029EB,
Sodium selenate,Na=2 | Se=1 | O=4,PubChem,25960,
Sodium selenate,Na=2 | Se=1 | O=4,EINECS,236-501-8,
Sodium selenate,Na=2 | Se=1 | O=4,ChEBI_Ref,{{ebicite|changed|EBI}},
Sodium selenate,Na=2 | Se=1 | O=4,ChEBI,77775,
Sodium selenate,Na=2 | Se=1 | O=4,InChI,"1S/2Na.H2O4Se/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",
Sodium selenate,Na=2 | Se=1 | O=4,SMILES,[O-][Se](=O)(=O)[O-].[Na+].[Na+],
Sodium selenate,Na=2 | Se=1 | O=4,Appearance,White or grey powder,
Sodium selenate,Na=2 | Se=1 | O=4,Density,3.098,g/cm3
Sodium selenate,Na=2 | Se=1 | O=4,Solubility,soluble,
Sodium selenate,Na=2 | Se=1 | O=4,ATCCode_prefix,A12,
Sodium selenate,Na=2 | Se=1 | O=4,ATCCode_suffix,CE01,
Sodium selenate,Na=2 | Se=1 | O=4,EUClass,Toxic ('''T''')Dangerous for the environment ('''N'''),
Sodium selenate,Na=2 | Se=1 | O=4,RPhrases,"{{R23/25}}, {{R33}}, {{R50/53}}",
Sodium selenate,Na=2 | Se=1 | O=4,SPhrases,"{{S1/2}}, {{S20/21}}, {{S28}}, {{S45}}, {{S60}}, {{S61}}",
Sodium selenate,Na=2 | Se=1 | O=4,NFPA-H,2,
Sodium selenate,Na=2 | Se=1 | O=4,NFPA-F,0,
Sodium selenate,Na=2 | Se=1 | O=4,NFPA-R,0,
Sodium selenate,Na=2 | Se=1 | O=4,FlashPt,Non-flammable,
Sodium selenate,Na=2 | Se=1 | O=4,OtherAnions,[[Sodium sulfate]],
Sodium selenate,Na=2 | Se=1 | O=4,OtherCations,[[Potassium selenate]],
Sodium selenide,Na=2 | Se=1,CASNo_Ref,{{cascite|correct|??}},
Sodium selenide,Na=2 | Se=1,CASNo,1313-85-5,
Sodium selenide,Na=2 | Se=1,PubChem,73973,
Sodium selenide,Na=2 | Se=1,EINECS,215-212-0,
Sodium selenide,Na=2 | Se=1,ChEBI_Ref,{{ebicite|changed|EBI}},
Sodium selenide,Na=2 | Se=1,ChEBI,77773,
Sodium selenide,Na=2 | Se=1,InChI,1S/2Na.Se/q2*+1;-2,
Sodium selenide,Na=2 | Se=1,SMILES,[Na+].[Na+].[Se-2],
Sodium selenide,Na=2 | Se=1,Appearance,white to red solid,
Sodium selenide,Na=2 | Se=1,Odor,unpleaseant,
Sodium selenide,Na=2 | Se=1,Density,2.625&nbsp;g&nbsp;cm−3,
Sodium selenide,Na=2 | Se=1,MeltingPtC,875,
Sodium selenide,Na=2 | Se=1,Solubility,reacts with water,
Sodium selenide,Na=2 | Se=1,CrystalStruct,cubic,
Sodium selenide,Na=2 | Se=1,DeltaHf,-343,kJ/mol
Sodium selenide,Na=2 | Se=1,Entropy,105,J/mol K
Sodium selenide,Na=2 | Se=1,OtherAnions,[[Sodium sulfide]][[Sodium telluride]][[Sodium oxide]],
Sodium selenide,Na=2 | Se=1,OtherCations,[[Hydrogen selenide]]  [[Antimony selenide]]  [[Aluminum selenide]],
Sodium selenide,Na=2 | Se=1,OtherCompounds,[[Sodium selenite]]  [[Sodium selenate]],
Sodium selenite,Na=2 | Se=1 | O=3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Sodium selenite,Na=2 | Se=1 | O=3,ChemSpiderID,23308,
Sodium selenite,Na=2 | Se=1 | O=3,UNII_Ref,{{fdacite|correct|FDA}},
Sodium selenite,Na=2 | Se=1 | O=3,UNII,HIW548RQ3W,
Sodium selenite,Na=2 | Se=1 | O=3,InChI,"1/2Na.H2O3Se/c;;1-4(2)3/h;;(H2,1,2,3)/q2*+1;/p-2",
Sodium selenite,Na=2 | Se=1 | O=3,InChIKey,BVTBRVFYZUCAKH-NUQVWONBAC,
Sodium selenite,Na=2 | Se=1 | O=3,ChEBI_Ref,{{ebicite|correct|EBI}},
Sodium selenite,Na=2 | Se=1 | O=3,ChEBI,48843,
Sodium selenite,Na=2 | Se=1 | O=3,SMILES,[Na+].[Na+].[O-][Se]([O-])=O,
Sodium selenite,Na=2 | Se=1 | O=3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Sodium selenite,Na=2 | Se=1 | O=3,StdInChI,"1S/2Na.H2O3Se/c;;1-4(2)3/h;;(H2,1,2,3)/q2*+1;/p-2",
Sodium selenite,Na=2 | Se=1 | O=3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Sodium selenite,Na=2 | Se=1 | O=3,StdInChIKey,BVTBRVFYZUCAKH-UHFFFAOYSA-L,
Sodium selenite,Na=2 | Se=1 | O=3,CASNo,-8,(hydrate: 26970-82-1)
Sodium selenite,Na=2 | Se=1 | O=3,CASNo_Ref,{{cascite|changed|CAS}},
Sodium selenite,Na=2 | Se=1 | O=3,ChEMBL_Ref,{{ebicite|correct|EBI}},
Sodium selenite,Na=2 | Se=1 | O=3,ChEMBL,112302,
Sodium selenite,Na=2 | Se=1 | O=3,PubChem,24934,
Sodium selenite,Na=2 | Se=1 | O=3,EINECS,233-267-9,
Sodium selenite,Na=2 | Se=1 | O=3,RTECS,VS7350000,
Sodium selenite,Na=2 | Se=1 | O=3,UNNumber,2630,
Sodium selenite,Na=2 | Se=1 | O=3,Appearance,colourless solid,
Sodium selenite,Na=2 | Se=1 | O=3,Density,3.1,g/cm3
Sodium selenite,Na=2 | Se=1 | O=3,MeltingPt,710,°C
Sodium selenite,Na=2 | Se=1 | O=3,Solubility,85,g/100 mL (20 °C)
Sodium selenite,Na=2 | Se=1 | O=3,SolubleOther,"insoluble in [[alcohol]], [[ethanol]]",
Sodium selenite,Na=2 | Se=1 | O=3,CrystalStruct,tetragonal,
Sodium selenite,Na=2 | Se=1 | O=3,ATCCode_prefix,A12,
Sodium selenite,Na=2 | Se=1 | O=3,ATCCode_suffix,CE02,
Sodium selenite,Na=2 | Se=1 | O=3,ExternalSDS,[http://www.inchem.org/documents/icsc/icsc/eics0698.htm ICSC 0698],
Sodium selenite,Na=2 | Se=1 | O=3,EUClass,Very toxic ('''T+''')Dangerous for the environment ('''N'''),
Sodium selenite,Na=2 | Se=1 | O=3,RPhrases,"{{R23}}, {{R28}}, {{R31}}, {{R43}}, {{R51/53}}",
Sodium selenite,Na=2 | Se=1 | O=3,SPhrases,"{{S1/2}}, {{S28}}, {{S36/37}}, {{S45}}, {{S61}}",
Sodium selenite,Na=2 | Se=1 | O=3,NFPA-H,3,
Sodium selenite,Na=2 | Se=1 | O=3,NFPA-F,0,
Sodium selenite,Na=2 | Se=1 | O=3,NFPA-R,0,
Sodium selenite,Na=2 | Se=1 | O=3,OtherCompounds,[[Sodium sulfite]]  [[Sodium selenate]]  [[Sodium selenide]],
Sodium silicate,Na2SiO3,Abbreviations,E550,
Sodium silicate,Na2SiO3,CASNo,6834-92-0,
Sodium silicate,Na2SiO3,CASNo_Ref,{{cascite|correct|CAS}},
Sodium silicate,Na2SiO3,PubChem,23266,
Sodium silicate,Na2SiO3,ChemSpiderID,21758,
Sodium silicate,Na2SiO3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Sodium silicate,Na2SiO3,EINECS,229-912-9,
Sodium silicate,Na2SiO3,UNNumber,3253,
Sodium silicate,Na2SiO3,MeSHName,Sodium+metasilicate,
Sodium silicate,Na2SiO3,RTECS,VV9275000,
Sodium silicate,Na2SiO3,ChEBI_Ref,{{ebicite|correct|EBI}},
Sodium silicate,Na2SiO3,ChEBI,60720,
Sodium silicate,Na2SiO3,SMILES,[Na+].[Na+].[O-][Si]([O-])=O,
Sodium silicate,Na2SiO3,StdInChI,1S/2Na.O3Si/c;;1-4(2)3/q2*+1;-2,
Sodium silicate,Na2SiO3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Sodium silicate,Na2SiO3,InChI,1/2Na.O3Si/c;;1-4(2)3/q2*+1;-2,
Sodium silicate,Na2SiO3,StdInChIKey,NTHWMYGWWRZVTN-UHFFFAOYSA-N,
Sodium silicate,Na2SiO3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Sodium silicate,Na2SiO3,InChIKey,NTHWMYGWWRZVTN-UHFFFAOYAB,
Sodium silicate,Na2SiO3,Appearance,White to greenish opaque crystals,
Sodium silicate,Na2SiO3,Density,2.61,g cm−3
Sodium silicate,Na2SiO3,MeltingPtC,1088,
Sodium silicate,Na2SiO3,RefractIndex,1.52,
Sodium silicate,Na2SiO3,Solubility,22.2,g/100 ml (25°C)  160.6 g/100 ml (80°C)
Sodium silicate,Na2SiO3,SolubleOther,insoluble in [[alcohol]],
Sodium silicate,Na2SiO3,DeltaHf,1561.43,kJ mol−1
Sodium silicate,Na2SiO3,DeltaGf,-1427,kJ/mol
Sodium silicate,Na2SiO3,Entropy,113.71,J K−1 mol−1
Sodium silicate,Na2SiO3,HeatCapacity,111.8,J/mol K
Sodium silicate,Na2SiO3,ExternalSDS,[http://www.avantormaterials.com/documents/MSDS/USA/English/S4982_msds_us_Default.pdf Avantor Performance Materials],
Sodium silicate,Na2SiO3,EUClass,{{Hazchem C}},
Sodium silicate,Na2SiO3,NFPA-H,2,
Sodium silicate,Na2SiO3,NFPA-F,0,
Sodium silicate,Na2SiO3,NFPA-R,0,
Sodium silicate,Na2SiO3,RPhrases,"{{R34}}, {{R37}}",
Sodium silicate,Na2SiO3,SPhrases,"{{S1/2}}, {{S13}}, {{S24/25}}, {{S36/37/39}}, {{S45}}",
Sodium silicate,Na2SiO3,LD50,1153,"(rat, oral)"
Sodium silicate,Na2SiO3,OtherAnions,[[Sodium carbonate]],
Sodium silicate,Na2SiO3,OtherCations,[[Potassium silicate]],
Sodium sulfate,Na2SO4,UNII_Ref,{{fdacite|correct|FDA}},
Sodium sulfate,Na2SO4,UNII,36KCS0R750,
Sodium sulfate,Na2SO4,InChI,"1S/2Na.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",
Sodium sulfate,Na2SO4,InChIKey1,PMZURENOXWZQFD-UHFFFAOYSA-L,
Sodium sulfate,Na2SO4,InChI1,"1S/2Na.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",
Sodium sulfate,Na2SO4,CASNo,7757-82-6,
Sodium sulfate,Na2SO4,CASNo_Ref,{{cascite|correct|CAS}},
Sodium sulfate,Na2SO4,CASNo2_Ref,{{cascite|changed|??}},
Sodium sulfate,Na2SO4,CASNo2,7727-73-3,
Sodium sulfate,Na2SO4,CASNo2_Comment,(decahydrate),
Sodium sulfate,Na2SO4,ChEMBL_Ref,{{ebicite|correct|EBI}},
Sodium sulfate,Na2SO4,ChEMBL,233406,
Sodium sulfate,Na2SO4,PubChem,24436,
Sodium sulfate,Na2SO4,RTECS,WE1650000,
Sodium sulfate,Na2SO4,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Sodium sulfate,Na2SO4,ChemSpiderID,22844,
Sodium sulfate,Na2SO4,ChEBI_Ref,{{ebicite|correct|EBI}},
Sodium sulfate,Na2SO4,ChEBI,32149,
Sodium sulfate,Na2SO4,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Sodium sulfate,Na2SO4,StdInChIKey,PMZURENOXWZQFD-UHFFFAOYSA-L,
Sodium sulfate,Na2SO4,SMILES,[Na+].[Na+].[O-]S([O-])(=O)=O,
Sodium sulfate,Na2SO4,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Sodium sulfate,Na2SO4,StdInChI,"1S/2Na.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",
Sodium sulfate,Na2SO4,E_number,514,
Sodium sulfate,Na2SO4,MolarMass,142.04,g/mol (anhydrous)322.20 g/mol (decahydrate)
Sodium sulfate,Na2SO4,Appearance,white crystalline solid  [[hygroscopic]],
Sodium sulfate,Na2SO4,Odor,odorless,
Sodium sulfate,Na2SO4,Density,2.664,g/cm3 (anhydrous)1.464&nbsp;g/cm3 (decahydrate)
Sodium sulfate,Na2SO4,Solubility,4.76,g/100 mL (0 °C)13.9 g/100 mL (20 °C)42.7 g/100 mL (100&nbsp;°C)  ''heptahydrate:''  19.5 g/100 mL (0 °C)  44 g/100 mL (20 °C)
Sodium sulfate,Na2SO4,SolubleOther,"insoluble in [[ethanol]]  soluble in [[glycerol]], [[water]] and [[hydrogen iodide]]",
Sodium sulfate,Na2SO4,MeltingPtC,884,
Sodium sulfate,Na2SO4,MeltingPt_notes,32.38,°C (decahydrate)
Sodium sulfate,Na2SO4,BoilingPtC,1429,
Sodium sulfate,Na2SO4,BoilingPt_notes,(anhydrous),
Sodium sulfate,Na2SO4,RefractIndex,1.468,(anhydrous)  1.394 (decahydrate)
Sodium sulfate,Na2SO4,CrystalStruct,[[orthorhombic]] or [[Hexagonal crystal system|hexagonal]] (anhydrous)  [[monoclinic]] (decahydrate),
Sodium sulfate,Na2SO4,ATCCode_prefix,A06,
Sodium sulfate,Na2SO4,ATCCode_suffix,AD13,
Sodium sulfate,Na2SO4,ATC_Supplemental,{{ATC|A12|CA02}},
Sodium sulfate,Na2SO4,ExternalSDS,[http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/_icsc09/icsc0952.htm ICSC 0952],
Sodium sulfate,Na2SO4,MainHazards,Irritant,
Sodium sulfate,Na2SO4,NFPA-H,1,
Sodium sulfate,Na2SO4,NFPA-F,0,
Sodium sulfate,Na2SO4,NFPA-R,0,
Sodium sulfate,Na2SO4,FlashPt,Non-flammable,
Sodium sulfate,Na2SO4,OtherAnions,[[Sodium selenate]][[Sodium tellurate]],
Sodium sulfate,Na2SO4,OtherCations,[[Lithium sulfate]][[Potassium sulfate]][[Rubidium sulfate]][[Caesium sulfate]],
Sodium sulfate,Na2SO4,OtherCompounds,[[Sodium bisulfate]][[Sodium sulfite]][[Sodium persulfate]],
Sodium sulfide,Na2S,CASNo,1313-82-2,
Sodium sulfide,Na2S,CASNo_Ref,{{cascite|correct|CAS}},
Sodium sulfide,Na2S,CASNo1_Ref,{{cascite|changed|??}},
Sodium sulfide,Na2S,CASNo1,1313-84-4,
Sodium sulfide,Na2S,CASNo1_Comment,(pentahydrate),
Sodium sulfide,Na2S,CASNo2_Ref,{{cascite|changed|??}},
Sodium sulfide,Na2S,CASNo2,1313-84-4,
Sodium sulfide,Na2S,CASNo2_Comment,(nonahydrate),
Sodium sulfide,Na2S,PubChem,237873,
Sodium sulfide,Na2S,EINECS,215-211-5,
